image_id,question,answer,label,prompts
2362288,How many people are in the photo?,2,False,How many people are in the photo? 2
2362288,How many people are in the photo?,3,False,How many people are in the photo? 3
2362288,How many people are in the photo?,6,False,How many people are in the photo? 6
2362288,How many people are in the photo?,1,True,How many people are in the photo? 1
2362308,How many hands are there?,1,False,How many hands are there? 1
2362308,How many hands are there?,6,False,How many hands are there? 6
2362308,How many hands are there?,8,False,How many hands are there? 8
2362308,How many hands are there?,2,True,How many hands are there? 2
2362308,How many roman numerals are there?,5,False,How many roman numerals are there? 5
2362308,How many roman numerals are there?,11,False,How many roman numerals are there? 11
2362308,How many roman numerals are there?,13,False,How many roman numerals are there? 13
2362308,How many roman numerals are there?,12,True,How many roman numerals are there? 12
2362317,How many zebras?,8,False,How many zebras? 8
2362317,How many zebras?,7,False,How many zebras? 7
2362317,How many zebras?,2,False,How many zebras? 2
2362317,How many zebras?,3,True,How many zebras? 3
2362330,How many license plates are visible in the picture?,2,False,How many license plates are visible in the picture? 2
2362330,How many license plates are visible in the picture?,0,False,How many license plates are visible in the picture? 0
2362330,How many license plates are visible in the picture?,3,False,How many license plates are visible in the picture? 3
2362330,How many license plates are visible in the picture?,1,True,How many license plates are visible in the picture? 1
2362330,How many white trucks are there?,0,False,How many white trucks are there? 0
2362330,How many white trucks are there?,2,False,How many white trucks are there? 2
2362330,How many white trucks are there?,3,False,How many white trucks are there? 3
2362330,How many white trucks are there?,1,True,How many white trucks are there? 1
2362330,How many trucks are in the picture?,2,False,How many trucks are in the picture? 2
2362330,How many trucks are in the picture?,4,False,How many trucks are in the picture? 4
2362330,How many trucks are in the picture?,5,False,How many trucks are in the picture? 5
2362330,How many trucks are in the picture?,3,True,How many trucks are in the picture? 3
2362419,How many people are there?,3,False,How many people are there? 3
2362419,How many people are there?,4,False,How many people are there? 4
2362419,How many people are there?,5,False,How many people are there? 5
2362419,How many people are there?,2,True,How many people are there? 2
2362429,How many fruits?,4,False,How many fruits? 4
2362429,How many fruits?,6,False,How many fruits? 6
2362429,How many fruits?,7,False,How many fruits? 7
2362429,How many fruits?,2,True,How many fruits? 2
2362436,How many pizzas?,2,False,How many pizzas? 2
2362436,How many pizzas?,3,False,How many pizzas? 3
2362436,How many pizzas?,5,False,How many pizzas? 5
2362436,How many pizzas?,1,True,How many pizzas? 1
2362526,How many animals are there?,1,False,How many animals are there? 1
2362526,How many animals are there?,2,False,How many animals are there? 2
2362526,How many animals are there?,3,False,How many animals are there? 3
2362526,How many animals are there?,0,True,How many animals are there? 0
2362526,How many bundles of fruit are hanging?,7,False,How many bundles of fruit are hanging? 7
2362526,How many bundles of fruit are hanging?,6,False,How many bundles of fruit are hanging? 6
2362526,How many bundles of fruit are hanging?,9,False,How many bundles of fruit are hanging? 9
2362526,How many bundles of fruit are hanging?,8,True,How many bundles of fruit are hanging? 8
2362527,How many trains are shown?,1,False,How many trains are shown? 1
2362527,How many trains are shown?,3,False,How many trains are shown? 3
2362527,How many trains are shown?,4,False,How many trains are shown? 4
2362527,How many trains are shown?,2,True,How many trains are shown? 2
2362580,How many players are on the field?,2,False,How many players are on the field? 2
2362580,How many players are on the field?,3,False,How many players are on the field? 3
2362580,How many players are on the field?,4,False,How many players are on the field? 4
2362580,How many players are on the field?,6,True,How many players are on the field? 6
2362600,How many lamps are in the room?,1,False,How many lamps are in the room? 1
2362600,How many lamps are in the room?,2,False,How many lamps are in the room? 2
2362600,How many lamps are in the room?,6,False,How many lamps are in the room? 6
2362600,How many lamps are in the room?,3,True,How many lamps are in the room? 3
2362700,How many red lights are illuminated on the back of the train?,1,False,How many red lights are illuminated on the back of the train? 1
2362700,How many red lights are illuminated on the back of the train?,3,False,How many red lights are illuminated on the back of the train? 3
2362700,How many red lights are illuminated on the back of the train?,4,False,How many red lights are illuminated on the back of the train? 4
2362700,How many red lights are illuminated on the back of the train?,2,True,How many red lights are illuminated on the back of the train? 2
2362700,How many train tracks are in the picture?,1,False,How many train tracks are in the picture? 1
2362700,How many train tracks are in the picture?,3,False,How many train tracks are in the picture? 3
2362700,How many train tracks are in the picture?,4,False,How many train tracks are in the picture? 4
2362700,How many train tracks are in the picture?,2,True,How many train tracks are in the picture? 2
2362712,How many players in photo?,3,False,How many players in photo? 3
2362712,How many players in photo?,1,False,How many players in photo? 1
2362712,How many players in photo?,0,False,How many players in photo? 0
2362712,How many players in photo?,2,True,How many players in photo? 2
2362744,How many giraffe?,3,False,How many giraffe? 3
2362744,How many giraffe?,2,False,How many giraffe? 2
2362744,How many giraffe?,4,False,How many giraffe? 4
2362744,How many giraffe?,1,True,How many giraffe? 1
2362750,How many people are pictured?,2,False,How many people are pictured? 2
2362750,How many people are pictured?,3,False,How many people are pictured? 3
2362750,How many people are pictured?,4,False,How many people are pictured? 4
2362750,How many people are pictured?,1,True,How many people are pictured? 1
2362752,How many cars are in the photo?,3,False,How many cars are in the photo? 3
2362752,How many cars are in the photo?,2,False,How many cars are in the photo? 2
2362752,How many cars are in the photo?,1,False,How many cars are in the photo? 1
2362752,How many cars are in the photo?,4,True,How many cars are in the photo? 4
2362800,How many magnets are on the bottom of the fridge?,2,False,How many magnets are on the bottom of the fridge? 2
2362800,How many magnets are on the bottom of the fridge?,3,False,How many magnets are on the bottom of the fridge? 3
2362800,How many magnets are on the bottom of the fridge?,4,False,How many magnets are on the bottom of the fridge? 4
2362800,How many magnets are on the bottom of the fridge?,5,True,How many magnets are on the bottom of the fridge? 5
2362804,How many dogs?,2,False,How many dogs? 2
2362804,How many dogs?,3,False,How many dogs? 3
2362804,How many dogs?,4,False,How many dogs? 4
2362804,How many dogs?,1,True,How many dogs? 1
2362830,How many planes are there?,2,False,How many planes are there? 2
2362830,How many planes are there?,4,False,How many planes are there? 4
2362830,How many planes are there?,5,False,How many planes are there? 5
2362830,How many planes are there?,3,True,How many planes are there? 3
2362830,How many yellow trucks?,2,False,How many yellow trucks? 2
2362830,How many yellow trucks?,3,False,How many yellow trucks? 3
2362830,How many yellow trucks?,4,False,How many yellow trucks? 4
2362830,How many yellow trucks?,1,True,How many yellow trucks? 1
2362977,How many people are in this picture?,2,False,How many people are in this picture? 2
2362977,How many people are in this picture?,6,False,How many people are in this picture? 6
2362977,How many people are in this picture?,1,True,How many people are in this picture? 1
2363139,How many giraffes are in the scene?,5,False,How many giraffes are in the scene? 5
2363139,How many giraffes are in the scene?,6,False,How many giraffes are in the scene? 6
2363139,How many giraffes are in the scene?,7,False,How many giraffes are in the scene? 7
2363139,How many giraffes are in the scene?,1,True,How many giraffes are in the scene? 1
2363141,How many sinks are there?,2,False,How many sinks are there? 2
2363141,How many sinks are there?,3,False,How many sinks are there? 3
2363141,How many sinks are there?,4,False,How many sinks are there? 4
2363141,How many sinks are there?,1,True,How many sinks are there? 1
2363200,How many are sliced?,2,False,How many are sliced? 2
2363200,How many are sliced?,3,False,How many are sliced? 3
2363200,How many are sliced?,4,False,How many are sliced? 4
2363200,How many are sliced?,1,True,How many are sliced? 1
2363202,How many fridges are in the photo?,1,False,How many fridges are in the photo? 1
2363202,How many fridges are in the photo?,2,False,How many fridges are in the photo? 2
2363202,How many fridges are in the photo?,5,False,How many fridges are in the photo? 5
2363202,How many fridges are in the photo?,8,True,How many fridges are in the photo? 8
2363217,How many cars do you see?,2,False,How many cars do you see? 2
2363217,How many cars do you see?,3,False,How many cars do you see? 3
2363217,How many cars do you see?,6,False,How many cars do you see? 6
2363217,How many cars do you see?,1,True,How many cars do you see? 1
2363291,How many red leaves painted on the side of the plane?,2,False,How many red leaves painted on the side of the plane? 2
2363291,How many red leaves painted on the side of the plane?,3,False,How many red leaves painted on the side of the plane? 3
2363291,How many red leaves painted on the side of the plane?,4,False,How many red leaves painted on the side of the plane? 4
2363291,How many red leaves painted on the side of the plane?,1,True,How many red leaves painted on the side of the plane? 1
2363298,How many surfboards are in the photo?,5,False,How many surfboards are in the photo? 5
2363298,How many surfboards are in the photo?,6,False,How many surfboards are in the photo? 6
2363298,How many surfboards are in the photo?,8,False,How many surfboards are in the photo? 8
2363298,How many surfboards are in the photo?,2,True,How many surfboards are in the photo? 2
2363319,How many people are in the picture?,5,False,How many people are in the picture? 5
2363319,How many people are in the picture?,6,False,How many people are in the picture? 6
2363319,How many people are in the picture?,7,False,How many people are in the picture? 7
2363319,How many people are in the picture?,2,True,How many people are in the picture? 2
2363341,How many pizzas?,4,False,How many pizzas? 4
2363341,How many pizzas?,5,False,How many pizzas? 5
2363341,How many pizzas?,7,False,How many pizzas? 7
2363341,How many pizzas?,6,True,How many pizzas? 6
2363342,How many birds in picture?,8,False,How many birds in picture? 8
2363342,How many birds in picture?,4,False,How many birds in picture? 4
2363342,How many birds in picture?,9,False,How many birds in picture? 9
2363342,How many birds in picture?,5,True,How many birds in picture? 5
2363347,How many animals are in this picture?,2,False,How many animals are in this picture? 2
2363347,How many animals are in this picture?,3,False,How many animals are in this picture? 3
2363347,How many animals are in this picture?,4,False,How many animals are in this picture? 4
2363347,How many animals are in this picture?,1,True,How many animals are in this picture? 1
2363363,How many red lines are on the toothbrush?,4,False,How many red lines are on the toothbrush? 4
2363363,How many red lines are on the toothbrush?,8,False,How many red lines are on the toothbrush? 8
2363363,How many red lines are on the toothbrush?,2,False,How many red lines are on the toothbrush? 2
2363363,How many red lines are on the toothbrush?,3,True,How many red lines are on the toothbrush? 3
2363391,How many birds are there?,14,False,How many birds are there? 14
2363391,How many birds are there?,12,False,How many birds are there? 12
2363391,How many birds are there?,15,False,How many birds are there? 15
2363391,How many birds are there?,16,True,How many birds are there? 16
2363394,How many clocks are on the tower?,2,False,How many clocks are on the tower? 2
2363394,How many clocks are on the tower?,3,False,How many clocks are on the tower? 3
2363394,How many clocks are on the tower?,4,False,How many clocks are on the tower? 4
2363394,How many clocks are on the tower?,1,True,How many clocks are on the tower? 1
2363394,How many dogs are in the tower?,1,False,How many dogs are in the tower? 1
2363394,How many dogs are in the tower?,2,False,How many dogs are in the tower? 2
2363394,How many dogs are in the tower?,3,False,How many dogs are in the tower? 3
2363394,How many dogs are in the tower?,0,True,How many dogs are in the tower? 0
2363411,How many pots are in the picture?,2,False,How many pots are in the picture? 2
2363411,How many pots are in the picture?,3,False,How many pots are in the picture? 3
2363411,How many pots are in the picture?,5,False,How many pots are in the picture? 5
2363411,How many pots are in the picture?,1,True,How many pots are in the picture? 1
2363425,How many people?,3,False,How many people? 3
2363425,How many people?,8,False,How many people? 8
2363425,How many people?,9,False,How many people? 9
2363425,How many people?,1,True,How many people? 1
2363490,How many people can be seen?,5,False,How many people can be seen? 5
2363490,How many people can be seen?,4,False,How many people can be seen? 4
2363490,How many people can be seen?,6,False,How many people can be seen? 6
2363490,How many people can be seen?,8,True,How many people can be seen? 8
2363491,How many animals are there?,1,False,How many animals are there? 1
2363491,How many animals are there?,6,False,How many animals are there? 6
2363491,How many animals are there?,5,False,How many animals are there? 5
2363491,How many animals are there?,2,True,How many animals are there? 2
2363495,How many giraffes are there?,4,False,How many giraffes are there? 4
2363495,How many giraffes are there?,6,False,How many giraffes are there? 6
2363495,How many giraffes are there?,7,False,How many giraffes are there? 7
2363495,How many giraffes are there?,5,True,How many giraffes are there? 5
2363505,How many signfronts point to the left?,4,False,How many signfronts point to the left? 4
2363505,How many signfronts point to the left?,5,False,How many signfronts point to the left? 5
2363505,How many signfronts point to the left?,6,False,How many signfronts point to the left? 6
2363505,How many signfronts point to the left?,3,True,How many signfronts point to the left? 3
2363506,How many streetlights are there?,3,False,How many streetlights are there? 3
2363506,How many streetlights are there?,4,False,How many streetlights are there? 4
2363506,How many streetlights are there?,5,False,How many streetlights are there? 5
2363506,How many streetlights are there?,2,True,How many streetlights are there? 2
2363612,How many stove burner are there?,3,False,How many stove burner are there? 3
2363612,How many stove burner are there?,4,False,How many stove burner are there? 4
2363612,How many stove burner are there?,5,False,How many stove burner are there? 5
2363612,How many stove burner are there?,2,True,How many stove burner are there? 2
2363644,How many red lights are on the front?,3,False,How many red lights are on the front? 3
2363644,How many red lights are on the front?,4,False,How many red lights are on the front? 4
2363644,How many red lights are on the front?,5,False,How many red lights are on the front? 5
2363644,How many red lights are on the front?,2,True,How many red lights are on the front? 2
2363675,How many window do you see?,2,False,How many window do you see? 2
2363675,How many window do you see?,4,False,How many window do you see? 4
2363675,How many window do you see?,5,False,How many window do you see? 5
2363675,How many window do you see?,3,True,How many window do you see? 3
2363675,How many cats are in the picture?,2,False,How many cats are in the picture? 2
2363675,How many cats are in the picture?,3,False,How many cats are in the picture? 3
2363675,How many cats are in the picture?,4,False,How many cats are in the picture? 4
2363675,How many cats are in the picture?,1,True,How many cats are in the picture? 1
2363677,How many benches are there?,1,False,How many benches are there? 1
2363677,How many benches are there?,5,False,How many benches are there? 5
2363677,How many benches are there?,9,False,How many benches are there? 9
2363677,How many benches are there?,2,True,How many benches are there? 2
2363716,How many men are on the tennis field?,4,False,How many men are on the tennis field? 4
2363716,How many men are on the tennis field?,1,False,How many men are on the tennis field? 1
2363716,How many men are on the tennis field?,3,False,How many men are on the tennis field? 3
2363716,How many men are on the tennis field?,2,True,How many men are on the tennis field? 2
2363723,How many lights are on the sides of the bed?,1,False,How many lights are on the sides of the bed? 1
2363723,How many lights are on the sides of the bed?,3,False,How many lights are on the sides of the bed? 3
2363723,How many lights are on the sides of the bed?,4,False,How many lights are on the sides of the bed? 4
2363723,How many lights are on the sides of the bed?,2,True,How many lights are on the sides of the bed? 2
2363723,How many red pillows are there?,2,False,How many red pillows are there? 2
2363723,How many red pillows are there?,3,False,How many red pillows are there? 3
2363723,How many red pillows are there?,4,False,How many red pillows are there? 4
2363723,How many red pillows are there?,1,True,How many red pillows are there? 1
2363877,How many shelves are shown?,4,False,How many shelves are shown? 4
2363877,How many shelves are shown?,3,False,How many shelves are shown? 3
2363877,How many shelves are shown?,5,False,How many shelves are shown? 5
2363877,How many shelves are shown?,8,True,How many shelves are shown? 8
2363877,How many people are in the shot?,2,False,How many people are in the shot? 2
2363877,How many people are in the shot?,3,False,How many people are in the shot? 3
2363877,How many people are in the shot?,4,False,How many people are in the shot? 4
2363877,How many people are in the shot?,0,True,How many people are in the shot? 0
2363884,How many carrots?,1,False,How many carrots? 1
2363884,How many carrots?,2,False,How many carrots? 2
2363884,How many carrots?,3,False,How many carrots? 3
2363884,How many carrots?,11,True,How many carrots? 11
2363905,How many buses are there?,2,False,How many buses are there? 2
2363905,How many buses are there?,3,False,How many buses are there? 3
2363905,How many buses are there?,4,False,How many buses are there? 4
2363905,How many buses are there?,1,True,How many buses are there? 1
2363911,How many people are there?,1,False,How many people are there? 1
2363911,How many people are there?,2,False,How many people are there? 2
2363911,How many people are there?,3,False,How many people are there? 3
2363911,How many people are there?,0,True,How many people are there? 0
2363919,How many horse?,1,False,How many horse? 1
2363919,How many horse?,3,False,How many horse? 3
2363919,How many horse?,0,False,How many horse? 0
2363919,How many horse?,2,True,How many horse? 2
2363945,How many ounces?,16,False,How many ounces? 16
2363945,How many ounces?,8,True,How many ounces? 8
2363945,How many milkshakes?,1,False,How many milkshakes? 1
2363945,How many milkshakes?,2,False,How many milkshakes? 2
2363945,How many milkshakes?,4,False,How many milkshakes? 4
2363945,How many milkshakes?,3,True,How many milkshakes? 3
2363950,How many trucks are visible?,4,False,How many trucks are visible? 4
2363950,How many trucks are visible?,3,False,How many trucks are visible? 3
2363950,How many trucks are visible?,2,False,How many trucks are visible? 2
2363950,How many trucks are visible?,1,True,How many trucks are visible? 1
2363964,How many wheels are on the ground?,1,False,How many wheels are on the ground? 1
2363964,How many wheels are on the ground?,3,False,How many wheels are on the ground? 3
2363964,How many wheels are on the ground?,4,False,How many wheels are on the ground? 4
2363964,How many wheels are on the ground?,2,True,How many wheels are on the ground? 2
2363965,How many ford logos can be seen?,3,False,How many ford logos can be seen? 3
2363965,How many ford logos can be seen?,2,False,How many ford logos can be seen? 2
2363965,How many ford logos can be seen?,1,False,How many ford logos can be seen? 1
2363965,How many ford logos can be seen?,4,True,How many ford logos can be seen? 4
2363971,How many people are in the photo?,3,False,How many people are in the photo? 3
2363971,How many people are in the photo?,2,False,How many people are in the photo? 2
2363971,How many people are in the photo?,1,False,How many people are in the photo? 1
2363971,How many people are in the photo?,4,True,How many people are in the photo? 4
2363975,How many rings are the individuals hands?,1,False,How many rings are the individuals hands? 1
2363975,How many rings are the individuals hands?,0,False,How many rings are the individuals hands? 0
2363975,How many rings are the individuals hands?,3,False,How many rings are the individuals hands? 3
2363975,How many rings are the individuals hands?,2,True,How many rings are the individuals hands? 2
2364009,How many women are in the photo?,5,False,How many women are in the photo? 5
2364009,How many women are in the photo?,6,False,How many women are in the photo? 6
2364009,How many women are in the photo?,4,False,How many women are in the photo? 4
2364009,How many women are in the photo?,7,True,How many women are in the photo? 7
2364009,How many women is using black tie?,1,False,How many women is using black tie? 1
2364009,How many women is using black tie?,2,False,How many women is using black tie? 2
2364009,How many women is using black tie?,4,False,How many women is using black tie? 4
2364009,How many women is using black tie?,3,True,How many women is using black tie? 3
2364010,How many people are in the picture?,5,False,How many people are in the picture? 5
2364010,How many people are in the picture?,2,False,How many people are in the picture? 2
2364010,How many people are in the picture?,1,False,How many people are in the picture? 1
2364010,How many people are in the picture?,0,True,How many people are in the picture? 0
2364089,How many people are in the picture?,1,False,How many people are in the picture? 1
2364089,How many people are in the picture?,2,False,How many people are in the picture? 2
2364089,How many people are in the picture?,5,False,How many people are in the picture? 5
2364089,How many people are in the picture?,3,True,How many people are in the picture? 3
2364089,How many streetlights are in the picture?,1,False,How many streetlights are in the picture? 1
2364089,How many streetlights are in the picture?,3,False,How many streetlights are in the picture? 3
2364089,How many streetlights are in the picture?,4,False,How many streetlights are in the picture? 4
2364089,How many streetlights are in the picture?,2,True,How many streetlights are in the picture? 2
2364090,How many people?,3,False,How many people? 3
2364090,How many people?,2,False,How many people? 2
2364090,How many people?,1,False,How many people? 1
2364090,How many people?,5,True,How many people? 5
2364270,How many people are in the picture?,5,False,How many people are in the picture? 5
2364270,How many people are in the picture?,4,False,How many people are in the picture? 4
2364270,How many people are in the picture?,0,False,How many people are in the picture? 0
2364270,How many people are in the picture?,2,True,How many people are in the picture? 2
2364288,How many legs of the zebra do you see?,1,False,How many legs of the zebra do you see? 1
2364288,How many legs of the zebra do you see?,3,False,How many legs of the zebra do you see? 3
2364288,How many legs of the zebra do you see?,4,False,How many legs of the zebra do you see? 4
2364288,How many legs of the zebra do you see?,2,True,How many legs of the zebra do you see? 2
2364291,How many boats are there?,5,False,How many boats are there? 5
2364291,How many boats are there?,3,False,How many boats are there? 3
2364291,How many boats are there?,2,False,How many boats are there? 2
2364291,How many boats are there?,6,True,How many boats are there? 6
2364353,How many people do you see?,4,False,How many people do you see? 4
2364353,How many people do you see?,5,False,How many people do you see? 5
2364353,How many people do you see?,6,False,How many people do you see? 6
2364353,How many people do you see?,3,True,How many people do you see? 3
2364370,How many sandwiches are there?,4,False,How many sandwiches are there? 4
2364370,How many sandwiches are there?,3,False,How many sandwiches are there? 3
2364370,How many sandwiches are there?,0,False,How many sandwiches are there? 0
2364370,How many sandwiches are there?,2,True,How many sandwiches are there? 2
2364465,How many elephants are in the ring?,4,False,How many elephants are in the ring? 4
2364465,How many elephants are in the ring?,1,False,How many elephants are in the ring? 1
2364465,How many elephants are in the ring?,3,False,How many elephants are in the ring? 3
2364465,How many elephants are in the ring?,2,True,How many elephants are in the ring? 2
2364505,How many zebras are there?,1,False,How many zebras are there? 1
2364505,How many zebras are there?,3,False,How many zebras are there? 3
2364505,How many zebras are there?,4,False,How many zebras are there? 4
2364505,How many zebras are there?,2,True,How many zebras are there? 2
2364513,How many trains are on the track?,2,False,How many trains are on the track? 2
2364513,How many trains are on the track?,3,False,How many trains are on the track? 3
2364513,How many trains are on the track?,4,False,How many trains are on the track? 4
2364513,How many trains are on the track?,1,True,How many trains are on the track? 1
2364513,How many colors are painted on the train?,1,False,How many colors are painted on the train? 1
2364513,How many colors are painted on the train?,2,False,How many colors are painted on the train? 2
2364513,How many colors are painted on the train?,3,False,How many colors are painted on the train? 3
2364513,How many colors are painted on the train?,4,True,How many colors are painted on the train? 4
2364513,How many train tracks are there?,1,False,How many train tracks are there? 1
2364513,How many train tracks are there?,2,False,How many train tracks are there? 2
2364513,How many train tracks are there?,3,False,How many train tracks are there? 3
2364513,How many train tracks are there?,4,True,How many train tracks are there? 4
2364551,How many clock are there?,2,False,How many clock are there? 2
2364551,How many clock are there?,4,False,How many clock are there? 4
2364551,How many clock are there?,6,False,How many clock are there? 6
2364551,How many clock are there?,1,True,How many clock are there? 1
2364569,How many players in the photo?,2,False,How many players in the photo? 2
2364569,How many players in the photo?,4,False,How many players in the photo? 4
2364569,How many players in the photo?,5,False,How many players in the photo? 5
2364569,How many players in the photo?,3,True,How many players in the photo? 3
2364632,How many trucks can be seen?,2,False,How many trucks can be seen? 2
2364632,How many trucks can be seen?,3,False,How many trucks can be seen? 3
2364632,How many trucks can be seen?,4,False,How many trucks can be seen? 4
2364632,How many trucks can be seen?,1,True,How many trucks can be seen? 1
2364664,How many horse faces can be seen?,2,False,How many horse faces can be seen? 2
2364664,How many horse faces can be seen?,3,False,How many horse faces can be seen? 3
2364664,How many horse faces can be seen?,4,False,How many horse faces can be seen? 4
2364664,How many horse faces can be seen?,1,True,How many horse faces can be seen? 1
2364670,How many lamp post?,4,False,How many lamp post? 4
2364670,How many lamp post?,1,False,How many lamp post? 1
2364670,How many lamp post?,3,False,How many lamp post? 3
2364670,How many lamp post?,2,True,How many lamp post? 2
2364712,How many toothbrushes are there?,2,False,How many toothbrushes are there? 2
2364712,How many toothbrushes are there?,3,False,How many toothbrushes are there? 3
2364712,How many toothbrushes are there?,4,False,How many toothbrushes are there? 4
2364712,How many toothbrushes are there?,1,True,How many toothbrushes are there? 1
2364728,How many animals are there?,1,False,How many animals are there? 1
2364728,How many animals are there?,3,False,How many animals are there? 3
2364728,How many animals are there?,4,False,How many animals are there? 4
2364728,How many animals are there?,2,True,How many animals are there? 2
2364753,How many plates are visible?,0,False,How many plates are visible? 0
2364753,How many plates are visible?,2,False,How many plates are visible? 2
2364753,How many plates are visible?,3,False,How many plates are visible? 3
2364753,How many plates are visible?,1,True,How many plates are visible? 1
2364799,How many buses are shown?,2,False,How many buses are shown? 2
2364799,How many buses are shown?,3,False,How many buses are shown? 3
2364799,How many buses are shown?,0,False,How many buses are shown? 0
2364799,How many buses are shown?,1,True,How many buses are shown? 1
2364829,How many people are there?,2,False,How many people are there? 2
2364829,How many people are there?,4,False,How many people are there? 4
2364829,How many people are there?,5,False,How many people are there? 5
2364829,How many people are there?,3,True,How many people are there? 3
2364864,How many balls?,3,False,How many balls? 3
2364864,How many balls?,5,False,How many balls? 5
2364864,How many balls?,7,False,How many balls? 7
2364864,How many balls?,1,True,How many balls? 1
2364876,How many mirrors are there?,1,False,How many mirrors are there? 1
2364876,How many mirrors are there?,3,False,How many mirrors are there? 3
2364876,How many mirrors are there?,4,False,How many mirrors are there? 4
2364876,How many mirrors are there?,2,True,How many mirrors are there? 2
2364886,How many birds are there?,12,False,How many birds are there? 12
2364886,How many birds are there?,13,False,How many birds are there? 13
2364886,How many birds are there?,5,False,How many birds are there? 5
2364886,How many birds are there?,2,True,How many birds are there? 2
2364889,How many birds are there?,3,False,How many birds are there? 3
2364889,How many birds are there?,5,False,How many birds are there? 5
2364889,How many birds are there?,6,False,How many birds are there? 6
2364889,How many birds are there?,4,True,How many birds are there? 4
2364894,How many bears are in the photo?,1,False,How many bears are in the photo? 1
2364894,How many bears are in the photo?,3,False,How many bears are in the photo? 3
2364894,How many bears are in the photo?,4,False,How many bears are in the photo? 4
2364894,How many bears are in the photo?,2,True,How many bears are in the photo? 2
2364933,How many park benches are shown?,6,False,How many park benches are shown? 6
2364933,How many park benches are shown?,4,False,How many park benches are shown? 4
2364933,How many park benches are shown?,3,False,How many park benches are shown? 3
2364933,How many park benches are shown?,5,True,How many park benches are shown? 5
2364948,How many tusks are in the photo?,2,False,How many tusks are in the photo? 2
2364948,How many tusks are in the photo?,4,False,How many tusks are in the photo? 4
2364948,How many tusks are in the photo?,8,False,How many tusks are in the photo? 8
2364948,How many tusks are in the photo?,1,True,How many tusks are in the photo? 1
2364948,How many elephants are in the picture?,2,False,How many elephants are in the picture? 2
2364948,How many elephants are in the picture?,3,False,How many elephants are in the picture? 3
2364948,How many elephants are in the picture?,4,False,How many elephants are in the picture? 4
2364948,How many elephants are in the picture?,1,True,How many elephants are in the picture? 1
2364953,How many horses are pictured?,2,False,How many horses are pictured? 2
2364953,How many horses are pictured?,3,False,How many horses are pictured? 3
2364953,How many horses are pictured?,4,False,How many horses are pictured? 4
2364953,How many horses are pictured?,1,True,How many horses are pictured? 1
2365048,How many people are there in this room?,4,False,How many people are there in this room? 4
2365048,How many people are there in this room?,7,False,How many people are there in this room? 7
2365048,How many people are there in this room?,9,False,How many people are there in this room? 9
2365048,How many people are there in this room?,8,True,How many people are there in this room? 8
2365083,How many of the player's feet are off the ground?,1,False,How many of the player's feet are off the ground? 1
2365083,How many of the player's feet are off the ground?,0,False,How many of the player's feet are off the ground? 0
2365083,How many of the player's feet are off the ground?,3,False,How many of the player's feet are off the ground? 3
2365083,How many of the player's feet are off the ground?,2,True,How many of the player's feet are off the ground? 2
2365087,How many chimneys can be seen in the photo?,12,False,How many chimneys can be seen in the photo? 12
2365087,How many chimneys can be seen in the photo?,13,False,How many chimneys can be seen in the photo? 13
2365087,How many chimneys can be seen in the photo?,5,False,How many chimneys can be seen in the photo? 5
2365087,How many chimneys can be seen in the photo?,3,True,How many chimneys can be seen in the photo? 3
2365149,How many cars are in the lot?,2,False,How many cars are in the lot? 2
2365149,How many cars are in the lot?,6,True,How many cars are in the lot? 6
2365149,How many black cars are black?,20,False,How many black cars are black? 20
2365149,How many black cars are black?,1,True,How many black cars are black? 1
2365153,How many people are playing?,1,False,How many people are playing? 1
2365153,How many people are playing?,0,False,How many people are playing? 0
2365153,How many people are playing?,5,False,How many people are playing? 5
2365153,How many people are playing?,2,True,How many people are playing? 2
2365252,How many trucks are pictured?,0,False,How many trucks are pictured? 0
2365252,How many trucks are pictured?,5,False,How many trucks are pictured? 5
2365252,How many trucks are pictured?,7,False,How many trucks are pictured? 7
2365252,How many trucks are pictured?,1,True,How many trucks are pictured? 1
2365284,How many windows?,3,False,How many windows? 3
2365284,How many windows?,1,False,How many windows? 1
2365284,How many windows?,4,False,How many windows? 4
2365284,How many windows?,2,True,How many windows? 2
2365286,How many balconies are there?,12,False,How many balconies are there? 12
2365286,How many balconies are there?,13,False,How many balconies are there? 13
2365286,How many balconies are there?,5,False,How many balconies are there? 5
2365286,How many balconies are there?,2,True,How many balconies are there? 2
2365313,How many people do you see?,4,False,How many people do you see? 4
2365313,How many people do you see?,7,False,How many people do you see? 7
2365313,How many people do you see?,1,False,How many people do you see? 1
2365313,How many people do you see?,2,True,How many people do you see? 2
2365327,How many elephant ears do you see?,12,False,How many elephant ears do you see? 12
2365327,How many elephant ears do you see?,13,False,How many elephant ears do you see? 13
2365327,How many elephant ears do you see?,5,False,How many elephant ears do you see? 5
2365327,How many elephant ears do you see?,1,True,How many elephant ears do you see? 1
2365330,How many ways to heat food are shown?,4,False,How many ways to heat food are shown? 4
2365330,How many ways to heat food are shown?,5,False,How many ways to heat food are shown? 5
2365330,How many ways to heat food are shown?,3,True,How many ways to heat food are shown? 3
2365353,How many yellow umbrellas are there?,4,False,How many yellow umbrellas are there? 4
2365353,How many yellow umbrellas are there?,3,False,How many yellow umbrellas are there? 3
2365353,How many yellow umbrellas are there?,0,False,How many yellow umbrellas are there? 0
2365353,How many yellow umbrellas are there?,1,True,How many yellow umbrellas are there? 1
2365382,How many children are there?,3,False,How many children are there? 3
